,TournamentID,TournamentName,StartDate,EndDate,IsOver,IsInProgress,CourseName,Location,Par,Yards,Purse,StartDateTime,Canceled,Covered,City,State,ZipCode,Country,TimeZone,Format,SportRadarTournamentID,OddsCoverage,tournamentName_Clean,tournamentName,courseName,courseLocation
255,348,The ZOZO CHAMPIONSHIP,2019-10-23,2019-10-27,True,False,Accordia Golf Narashino CC,"Chiba, Jpn",70.0,7041.0,9750000.0,2019-10-23T08:00:00,False,True,Chiba,,,JPN,Asia/Tokyo,Stroke,5ec88c8c-c12b-451c-878d-479323fe3e3e,Full,Zozo Championship,ZOZO CHAMPIONSHIP,Accordia Golf Narashino CC,"Chiba, Japan"
256,399,MGM Resorts The Challenge: Japan Skins,2019-10-21,2019-10-21,False,False,Accordia Golf Narashino CC,"Chiba, Jpn",70.0,7041.0,,,False,False,Chiba,,,JPN,Asia/Tokyo,Match,,Limited,MGM Resorts The Challenge: Japan Skins,,Accordia Golf Narashino CC,"Chiba, Japan"
257,354,THE CJ CUP @ NINE BRIDGES,2019-10-16,2019-10-20,True,False,Nine Bridges,"Jeju Island, Kor",72.0,7184.0,9750000.0,2019-10-16T08:00:00,False,True,Jeju Island,,,KOR,Asia/Seoul,Stroke,3d8909d3-9c07-4e72-86b9-5070388ae425,Full,CJ Cup,THE CJ CUP @ NINE BRIDGES,The Club at Nine Bridges,"Jeju Island, South Korea"
258,347,Houston Open,2019-10-10,2019-10-13,True,False,GC of Houston,"Humble, TX",72.0,7441.0,7500000.0,2019-10-10T07:15:00,False,True,Humble,TX,,USA,America/Chicago,Stroke,0f0c727a-a1ca-4a7a-b1a1-61945919af00,Full,Houston Open,Houston Open,Golf Club of Houston,"Houston, TX"
259,353,Shriners Hospitals for Children Open,2019-10-03,2019-10-06,True,False,TPC Summerlin,"Las Vegas, NV",71.0,7255.0,7000000.0,2019-10-04T06:40:00,False,True,Las Vegas,NV,,USA,America/Los Angeles,Stroke,87ffd4da-1f6b-490e-9f2b-5d5054ef0c91,Full,Shriners Children's Open,Shriners Hospitals for Children Open,TPC Summerlin,"Las Vegas, NV"
260,352,Safeway Open,2019-09-26,2019-09-29,True,False,Silverado Resort and Spa North,"Napa, CA",72.0,7166.0,6600000.0,2019-09-26T07:00:00,False,True,Napa,CA,,USA,America/Los Angeles,Stroke,19a43fa3-15e1-4b49-8d7c-6e7641111008,Full,Fortinet Championship,Safeway Open,Silverado Resort and Spa (North Course),"Napa, CA"
261,351,Sanderson Farms Championship,2019-09-19,2019-09-22,True,False,CC of Jackson,"Jackson, MS",72.0,7440.0,6600000.0,2019-09-19T07:00:00,False,True,Jackson,MS,,USA,America/Chicago,Stroke,f0d98951-e0c1-4e70-aace-bd2c76304e08,Full,Sanderson Farms Championship,Sanderson Farms Championship,Country Club of Jackson,"Jackson, MS"
262,346,A Military Tribute at The Greenbrier,2019-09-12,2019-09-15,True,False,The Old White TPC,"White Sulphur Springs, WV",70.0,7292.0,7500000.0,,,True,White Sulphur Springs,WV,,USA,America/New York,Stroke,97b4fe0b-a804-418e-91c3-165ef91f4eb6,Full,Greenbrier Classic,A Military Tribute at The Greenbrier,The Old White Course,"White Sulphur Springs, WV"
263,344,Tour Championship,2019-08-22,2019-08-25,True,False,East Lake GC,"Atlanta, GA",70.0,7346.0,,2019-08-22T11:45:00,False,True,Atlanta,GA,,USA,America/New York,Stroke,96887c44-e3c8-4aea-9a5c-fbc3c81644cb,Full,The TOUR Championship,Tour Championship,East Lake Golf Club,"Atlanta, GA"
264,343,BMW Championship,2019-08-15,2019-08-18,True,False,Olympia Fields CC (North),"Olympia Fields, IL",72.0,7613.0,9500000.0,2019-08-15T09:15:00,False,True,Olympia Fields,IL,,USA,America/Chicago,Stroke,e9387b4c-8f23-4763-9f83-106c4191b0dd,Full,BMW PGA Championship,BMW Championship,Medinah CC,"Medinah, IL"
265,342,THE NORTHERN TRUST,2019-08-08,2019-08-11,True,False,Liberty National GC,"Jersey City, NJ",71.0,7370.0,9250000.0,2019-08-08T07:10:00,False,True,Jersey City,NJ,,USA,America/New York,Stroke,9c563422-bb1c-4c13-acf7-b0ecec483412,Full,The Northern Trust,THE NORTHERN TRUST,Liberty National Golf Club,"Jersey City, NJ"
266,341,Wyndham Championship,2019-08-01,2019-08-04,True,False,Sedgefield CC,"Greensboro, NC",70.0,7127.0,6200000.0,2019-08-01T07:00:00,False,True,Greensboro,NC,,USA,America/New York,Stroke,653944bf-08f1-4cfe-aa35-93776819ba75,Full,Wyndham Championship,Wyndham Championship,Sedgefield Country Club,"Greensboro, NC"
267,333,Barracuda Championship,2019-07-25,2019-07-28,False,False,Montreux G&CC,"Reno, NV",72.0,7472.0,3500000.0,,False,False,Reno,NV,,USA,America/Los Angeles,Stableford,13a001a9-ceb2-4bcc-87d4-4b898c7c83e4,Limited,Barracuda Championship,Barracuda Championship,Montreux G&CC,"Reno, NV"
268,332,WGC-FedEx St. Jude Invitational,2019-07-25,2019-07-28,True,False,TPC Southwind,"Memphis, TN",70.0,7237.0,10250000.0,2019-07-25T11:20:00,False,True,Memphis,TN,,USA,America/Chicago,Stroke,789bc1a2-a8a9-4b5c-be76-b3bf7ba7a650,Full,St. Jude Championship,WGC-FedEx St. Jude Invitational,TPC Southwind,"Memphis, TN"
269,339,Barbasol Championship,2019-07-18,2019-07-21,True,False,Keene Trace Golf Club,"Nicholasville, KY",72.0,7328.0,3500000.0,2019-07-18T08:20:00,False,True,Nicholasville,KY,,USA,America/New York,Stroke,26bfc5fb-0bae-4791-b3a3-9fa2a296533b,Full,Barbasol Championship,Barbasol Championship,Keene Trace Golf Club (Champions Course),"Nicholasville, KY"
270,340,The Open Championship,2019-07-18,2019-07-21,True,False,Royal Portrush Golf Club,"Portrush, Nir",71.0,7344.0,10750000.0,2019-07-18T06:35:00,False,True,Portrush,,,NIR,Europe/London,Stroke,4524eac8-9713-43c5-a742-290d8ab434ba,Full,The Open Championship,The Open Championship,Royal Portrush Golf Club,"Portrush, Northern Ireland"
271,338,John Deere Classic,2019-07-11,2019-07-14,True,False,TPC Deere Run,"Silvis, IL",71.0,7268.0,6000000.0,2019-07-11T06:50:00,False,True,Silvis,IL,,USA,America/Chicago,Stroke,c46b389c-f073-44b3-b881-abeabe0bee18,Full,John Deere Classic,John Deere Classic,TPC Deere Run,"Silvis, IL"
272,331,3M Open,2019-07-04,2019-07-07,True,False,TPC Twin Cities,"Blaine, MN",71.0,7468.0,6400000.0,2019-07-04T06:50:00,False,True,Blaine,MN,,USA,America/Chicago,Stroke,6605bb6a-b2a3-46bc-bdab-55af688066bc,Full,3M Open,3M Open,TPC Twin Cities,"Blaine, MN"
273,330,Rocket Mortgage Classic,2019-06-27,2019-06-30,True,False,Detroit Golf Club,"Detroit, MI",72.0,7340.0,7300000.0,2019-06-27T06:45:00,False,True,Detroit,MI,,USA,America/New York,Stroke,599d5166-cc94-45d2-81f8-8a96b7f1c0d1,Full,Rocket Mortgage Classic,Rocket Mortgage Classic,Detroit Golf Club,"Detroit, MI"
274,337,Travelers Championship,2019-06-20,2019-06-23,True,False,TPC River Highlands,"Cromwell, CT",70.0,6841.0,7200000.0,2019-06-21T06:45:00,False,True,Cromwell,CT,,USA,America/New York,Stroke,1a3d42a3-c571-42ad-8e72-5c5b75d55176,Full,Travelers Championship,Travelers Championship,TPC River Highlands,"Cromwell, CT"
275,336,U.S. Open,2019-06-13,2019-06-16,True,False,Pebble Beach Golf Links,"Pebble Beach, CA",72.0,6864.0,12500000.0,2019-06-14T06:45:00,False,True,Pebble Beach,CA,,USA,America/Los Angeles,Stroke,d59637dc-7f7a-4cd8-a4af-0c5d419a9f39,Full,U.S. Open,U.S. Open,Pebble Beach Golf Links,"Pebble Beach, CA"
276,335,RBC Canadian Open,2019-06-06,2019-06-09,True,False,Hamilton Golf & Country Club,"Hamilton, ON, Can",70.0,6967.0,7600000.0,2019-06-07T07:00:00,False,True,"Hamilton, ON",,,CAN,America/Toronto,Stroke,b951c9f1-8c25-4619-a8d0-321f4e7dbb1c,Full,RBC Canadian Open,RBC Canadian Open,Hamilton Golf & Country Club,"Hamilton, ON"
277,329,the Memorial Tournament pres. by Nationwide,2019-05-30,2019-06-02,True,False,Muirfield Village GC,"Dublin, OH",72.0,7392.0,9100000.0,2019-05-31T07:20:00,False,True,Dublin,OH,,USA,America/New York,Stroke,9bee5044-a964-48ec-beee-97ead6b8f357,Full,Memorial Tournament,the Memorial Tournament pres. by Nationwide,Muirfield Village Golf Club,"Dublin, OH"
278,325,Charles Schwab Challenge,2019-05-23,2019-05-26,True,False,Colonial CC,"Fort Worth, TX",70.0,7209.0,7300000.0,2019-05-23T07:00:00,False,True,Fort Worth,TX,,USA,America/Chicago,Stroke,f2e8cf1b-1e86-4503-9c33-257244936981,Full,Charles Schwab Challenge,Charles Schwab Challenge,Colonial Country Club,"Fort Worth, TX"
279,334,PGA Championship,2019-05-16,2019-05-19,True,False,Bethpage State Park BK Course,"Farmingdale, NY",70.0,7459.0,,2019-05-17T06:45:00,False,True,Farmingdale,NY,,USA,America/New York,Stroke,b850e0a9-c15d-4263-8122-03df781e2b8d,Full,PGA Championship,PGA Championship,Bethpage State Park,"Bethpage, NY"
280,324,AT&T Byron Nelson,2019-05-09,2019-05-12,True,False,Trinity Forest Golf Club,"Dallas, TX",71.0,7371.0,7900000.0,2019-05-09T07:10:00,False,True,Dallas,TX,,USA,America/Chicago,Stroke,4ddaa6eb-7159-4ba0-a25f-d3ddf807bdb2,Full,AT&T Byron Nelson,AT&T Byron Nelson,Trinity Forest Golf Club,"Dallas, TX"
281,323,Wells Fargo Championship,2019-05-02,2019-05-05,True,False,Quail Hollow Club,"Charlotte, NC",71.0,7554.0,7900000.0,2019-05-02T07:30:00,False,True,Charlotte,NC,,USA,America/New York,Stroke,290d621b-5b2c-4387-90e9-504dc82eb481,Full,Wells Fargo Championship,Wells Fargo Championship,Quail Hollow Club,"Charlotte, NC"
282,322,Zurich Classic Of New Orleans,2019-04-25,2019-04-28,False,False,TPC Louisiana,"Avondale, LA",72.0,7425.0,7300000.0,,False,False,Avondale,LA,,USA,America/Chicago,Team,a0863c2a-974f-4d96-a257-e95dcd1254c1,Limited,Zurich Classic of New Orleans,Zurich Classic Of New Orleans,TPC Louisiana,"Avondale, LA"
283,321,RBC Heritage,2019-04-18,2019-04-21,True,False,Harbour Town GL,"Hilton Head, SC",71.0,7099.0,6900000.0,2019-04-18T07:30:00,False,True,Hilton Head,SC,,USA,America/New York,Stroke,6a40df9e-69ea-493c-8a15-82748ef78a88,Full,RBC Heritage,RBC Heritage,Harbour Town Golf Links,"Hilton Head Island, SC"
284,320,2019 Masters Tournament,2019-04-11,2019-04-14,True,False,Augusta National GC,"Augusta, GA",72.0,7475.0,,2019-04-12T08:30:00,False,True,Augusta,GA,,USA,America/New York,Stroke,fdf12aec-74d2-4f2e-9e0b-00481a32fd34,Full,The Masters Tournament,2019 Masters Tournament,Augusta National Golf Club,"Augusta, GA"
285,319,Valero Texas Open,2019-04-04,2019-04-07,True,False,TPC San Antonio - AT&T Oaks,"San Antonio, TX",72.0,7435.0,7500000.0,2019-04-04T08:20:00,False,True,San Antonio,TX,,USA,America/Chicago,Stroke,309310e0-52b1-42d4-bf76-7fc5637d4b40,Full,Valero Texas Open,Valero Texas Open,TPC San Antonio (Oaks Course),"San Antonio, TX"
286,317,Corales Puntacana Resort & Club Championship,2019-03-28,2019-03-31,True,False,Corales Golf Club,"Punta Cana, Dom",72.0,7670.0,3000000.0,2019-03-29T07:00:00,False,True,Punta Cana,,,DOM,America/Dominica,Stroke,e13ec262-ea0e-4465-aa91-78fced5f2cc8,Full,Corales Puntacana Championship,Corales Puntacana Resort & Club Championship,Puntacana Resort & Club (Corales Golf Course),"Punta Cana, Dominican Republic"
287,318,WGC-Dell Technologies Match Play,2019-03-27,2019-03-31,False,False,Austin Country Club,"Austin, TX",71.0,7108.0,10250000.0,,False,False,Austin,TX,,USA,America/Chicago,Match,3f776a92-2746-4f03-a070-97f009b973a6,Limited,WGC-Dell Technologies Match Play,WGC-Dell Technologies Match Play,Austin Country Club,"Austin, TX"
288,316,Valspar Championship,2019-03-21,2019-03-24,True,False,Innisbrook Resort (Copperhead),"Palm Harbor, FL",71.0,7340.0,6700000.0,2019-03-21T12:52:00,False,True,Palm Harbor,FL,,USA,America/New York,Stroke,f9c4d4ec-6fe5-460c-9f56-814fbc0aac51,Full,Valspar Championship,Valspar Championship,Innisbrook Resort (Copperhead Course),"Palm Harbor, FL"
289,315,THE PLAYERS Championship,2019-03-14,2019-03-17,True,False,TPC Sawgrass,"Ponte Vedra Beach, FL",72.0,7189.0,12500000.0,2019-03-14T14:30:00,False,True,Ponte Vedra Beach,FL,,USA,America/New York,Stroke,b79a87f9-e868-4e10-8c42-2f06d7630f2a,Full,THE PLAYERS Championship,THE PLAYERS Championship,TPC Sawgrass (THE PLAYERS Stadium Course),"Ponte Vedra Beach, FL"
290,314,Arnold Palmer Invitational Pres. By Mastercard,2019-03-07,2019-03-10,True,False,Bay Hill Club & Lodge,"Orlando, FL",72.0,7454.0,9100000.0,,False,True,Orlando,FL,,USA,America/New York,Stroke,98743fc6-995f-4f16-88d2-7ca58b24d634,Full,Arnold Palmer Invitational,Arnold Palmer Invitational Pres. By Mastercard,Arnold Palmer's Bay Hill Club & Lodge,"Orlando, FL"
291,313,The Honda Classic,2019-02-28,2019-03-03,True,False,PGA National (Champion),"Palm Beach Gardens, FL",70.0,7125.0,6800000.0,2019-02-28T11:45:00,False,True,Palm Beach Gardens,FL,,USA,America/New York,Stroke,14366577-33fe-4e21-bb98-bd178b369c3b,Full,Cognizant Classic,The Honda Classic,PGA National Resort & Spa (The Champion),"Palm Beach Gardens, FL"
292,312,WGC-Mexico Championship,2019-02-21,2019-02-24,True,False,Club de Golf Chapultepec,"Mexico City, Mex",71.0,7345.0,10250000.0,,False,True,Mexico City,,,MEX,America/Mexico City,Stroke,ded5cec3-8145-4d18-b73b-3fee8a38a0cd,Full,WGC-Mexico Championship,WGC-Mexico Championship,Club De Golf Chapultepec,"Mexico City, Mexico"
293,311,Puerto Rico Open,2019-02-21,2019-02-24,True,False,Coco Beach Golf & CC,"Rio Grande, Pur",72.0,7506.0,3000000.0,,False,False,Rio Grande,,,PUR,America/Puerto Rico,Stroke,742058ac-3c16-4842-8802-a764b72c4b44,Limited,Puerto Rico Open,Puerto Rico Open,Grand Reserve Country Club,"Rio Grande, Puerto Rico"
294,310,Genesis Open,2019-02-14,2019-02-17,True,False,Riviera CC,"Pacific Palisades, CA",71.0,7322.0,7400000.0,2019-02-15T07:40:00,False,True,Pacific Palisades,CA,,USA,America/Los Angeles,Stroke,04cdb94a-2627-4656-8f93-051de3cdf5f9,Full,Genesis Open,Genesis Open,Riviera Country Club,"Pacific Palisades, CA"
295,309,AT&T Pebble Beach Pro-Am,2019-02-07,2019-02-11,True,False,Pebble Beach GL,"Pebble Beach, CA",72.0,6960.0,7600000.0,2019-02-07T09:50:00,False,True,Pebble Beach,CA,,USA,America/Los Angeles,Stroke,578cd649-c994-4283-b8f2-1b1a2663cc64,Full,AT&T Pebble Beach Pro-Am,AT&T Pebble Beach Pro-Am,Spyglass Hill GC,"Pebble Beach, CA"
296,308,Waste Management Phoenix Open,2019-01-31,2019-02-03,True,False,TPC Scottsdale,"Scottsdale, AZ",71.0,7261.0,7100000.0,2019-02-01T07:20:00,False,True,Scottsdale,AZ,,USA,America/Phoenix,Stroke,45dd0784-11d7-4833-bbde-30d4060a88dc,Full,Waste Management Phoenix Open,Waste Management Phoenix Open,TPC Scottsdale (Stadium Course),"Scottsdale, AZ"
297,307,Farmers Insurance Open,2019-01-24,2019-01-27,True,False,Torrey Pines GC (South),"San Diego, CA",72.0,7258.0,7100000.0,2019-01-25T09:00:00,False,True,San Diego,CA,,USA,America/Los Angeles,Stroke,8e324d4b-57ea-46a3-8078-98817d6e851d,Full,Farmers Insurance Open,Farmers Insurance Open,Torrey Pines (North Course),"La Jolla, CA"
298,306,Desert Classic,2019-01-17,2019-01-20,True,False,Stadium Course,"La Quinta, CA",72.0,7060.0,5900000.0,2019-01-19T08:30:00,False,True,La Quinta,CA,,USA,America/Los Angeles,Stroke,ab9e1db3-3b03-42a5-a3fd-78d031714f8f,Full,Desert Classic,Desert Classic,La Quinta Country Club,"La Quinta, CA"
299,305,Sony Open in Hawaii,2019-01-10,2019-01-13,True,False,Waialae CC,"Honolulu, HI",70.0,7044.0,6400000.0,2019-01-11T07:00:00,False,True,Honolulu,HI,,USA,Pacific/Honolulu,Stroke,58c1de5c-0067-4e6e-84ed-7524599f1ee1,Full,Sony Open in Hawaii,Sony Open in Hawaii,Waialae Country Club,"Honolulu, HI"
300,304,Sentry Tournament of Champions,2019-01-03,2019-01-06,True,False,Plantation Course at Kapalua,"Kapalua, Maui, HI",73.0,7518.0,6500000.0,,False,True,"Kapalua, Maui",HI,,USA,Pacific/Honolulu,Stroke,86b8e001-f44f-41db-9f94-f7aaebe19755,Full,Tournament of Champions,Sentry Tournament of Champions,Kapalua Resort (Plantation Course),"Kapalua, HI"
301,303,QBE Shootout,2018-12-07,2018-12-09,False,False,Tiburón GC,"Naples, FL",72.0,6556.0,3400000.0,,False,False,Naples,FL,,USA,America/New York,Team,,Limited,QBE Shootout,QBE Shootout,Tiburón Golf Course,"Naples, FL"
302,302,Hero World Challenge,2018-11-29,2018-12-02,True,False,Albany,"New Providence, Bah",72.0,7309.0,3500000.0,,False,True,New Providence,,,BAH,America/Nassau,Stroke,87c32ab8-3380-45d1-9311-326190979b24,Full,Hero World Challenge,Hero World Challenge,Albany,"New Providence, Bahamas"
303,328,The Match: Tiger vs Phil,2018-11-23,2018-11-23,False,False,Shadow Creek Golf Course,"Las Vegas, NV",72.0,7560.0,9000000.0,,False,False,Las Vegas,NV,,USA,America/Los Angeles,Match,e88f2126-7f23-4316-9f66-913e699e8409,Limited,The Match: Tiger vs. Phil,The Match: Tiger vs Phil,Shadow Creek Golf Course,"Las Vegas, NV"
304,345,ISPS Handa Melbourne World Cup of Golf,2018-11-22,2018-11-25,False,False,The Metropolitan Golf Club,"South Oakleigh, Victoria, Aus",,,7000000.0,,False,False,"South Oakleigh, Victoria",,,AUS,Australia/Hobart,Stroke,,Limited,World Cup of Golf,,The Metropolitan Golf Club,"South Oakleigh, Victoria, Aus"
305,301,The RSM Classic,2018-11-15,2018-11-18,True,False,Sea Island Resort (Seaside),"Sea Island, GA",70.0,7005.0,6400000.0,,False,True,Sea Island,GA,,USA,America/New York,Stroke,e17a1758-a656-47c9-aaa7-a36170176750,Full,RSM Classic,The RSM Classic,Sea Island Resort (Seaside Course),"Saint Simons Island, GA"
306,300,Mayakoba Golf Classic,2018-11-08,2018-11-11,True,False,El Camaleon GC,"Playa del Carmen, Mex",71.0,6987.0,7200000.0,,False,True,Playa del Carmen,,,MEX,America/Cancun,Stroke,8a14957b-0c6a-427a-a623-03667c650df5,Full,World Wide Technology Championship,Mayakoba Golf Classic,El Camaleón Golf Course at Mayakoba,"Quintana Roo, Mexico"
307,299,Shriners Hospital for Children Open,2018-11-01,2018-11-04,True,False,TPC Summerlin,"Las Vegas, NV",71.0,7255.0,,,False,True,Las Vegas,NV,,USA,America/Los Angeles,Stroke,1d770b4e-9410-41cf-91d8-929a18a0bddd,Full,Shriners Children's Open,Shriners Hospital for Children Open,TPC Summerlin,"Las Vegas, NV"
308,297,Sanderson Farms Championship,2018-10-25,2018-10-28,True,False,CC of Jackson,"Jackson, MS",72.0,7421.0,,,False,True,Jackson,MS,,USA,America/Chicago,Stroke,f919b713-50cc-4c9a-9283-5d8ae061de13,Full,Sanderson Farms Championship,Sanderson Farms Championship,Country Club of Jackson,"Jackson, MS"
309,298,WGC-HSBC CHAMPIONS,2018-10-24,2018-10-28,True,False,Sheshan International GC,"Shanghai, Chn",72.0,7261.0,10000000.0,,False,True,Shanghai,,,CHN,Asia/Shanghai,Stroke,24a5a75b-c60e-4029-befb-caaec2f52d31,Full,WGC-HSBC Champions,WGC-HSBC CHAMPIONS,Sheshan International GC,"Shanghai, China"
310,296,THE CJ CUP @ NINE BRIDGES,2018-10-17,2018-10-21,True,False,Nine Bridges,"Jeju Island, Kor",72.0,7196.0,9500000.0,,False,True,Jeju Island,,,KOR,Asia/Seoul,Stroke,cc01dc5e-bba3-45c4-9af4-f3e8717d0afc,Full,CJ Cup,THE CJ CUP @ NINE BRIDGES,The Club at Nine Bridges,"Jeju Island, South Korea"
311,295,CIMB Classic,2018-10-10,2018-10-14,True,False,TPC Kuala Lumpur,"Kuala Lumpur, Mas",71.0,6246.0,7000000.0,,False,True,Kuala Lumpur,,,MAS,Asia/Kuala Lumpur,Stroke,c365148b-a401-4c9f-9151-358e649d2c0d,Full,CIMB Classic,CIMB Classic,TPC Kuala Lumpur,"Kuala Lumpur, Malaysia"
312,294,Safeway Open,2018-10-04,2018-10-07,True,False,Silverado Resort and Spa North,"Napa, CA",72.0,7203.0,,2018-10-05T07:10:00,False,True,Napa,CA,,USA,America/Los Angeles,Stroke,fe835a24-f198-4a8c-8561-0ecafb4b1b45,Full,Fortinet Championship,Safeway Open,Silverado Resort and Spa (North Course),"Napa, CA"
313,284,Ryder Cup,2018-09-28,2018-09-30,False,False,Le Golf National,"Saint-Quentin-en-Yvelines, Fra",71.0,7214.0,,,False,False,Saint-Quentin-en-Yvelines,,,FRA,Europe/France,Team,06c4bf3d-234b-4e34-81c5-36b3bbec346c,Limited,The Ryder Cup,Ryder Cup,Le Golf National,"Paris, France"
314,238,Tour Championship,2018-09-20,2018-09-23,True,False,East Lake GC,"Atlanta, GA",70.0,7362.0,,2018-09-23T11:45:00,False,True,Atlanta,GA,,USA,America/New York,Stroke,1b688431-5102-4ae3-a0e3-0fb9ccfcfdec,Full,The TOUR Championship,Tour Championship,East Lake Golf Club,"Atlanta, GA"
315,237,BMW Championship,2018-09-06,2018-09-10,True,False,Medinah CC (No. 3),"Medinah, IL",70.0,7190.0,9250000.0,2018-09-09T07:30:00,False,True,Medinah,IL,,USA,America/Chicago,Stroke,3df3e599-b2dc-4d78-a282-658cd3c2acc9,Full,BMW PGA Championship,BMW Championship,Aronimink GC,"Newtown Square, PA"
316,281,Dell Technologies Championship,2018-08-31,2018-09-03,True,False,TPC Boston,"Norton, MA",71.0,7342.0,9000000.0,2018-08-31T13:16:00,False,True,Norton,MA,,USA,America/New York,Stroke,4511a2b3-976b-4bc2-a0d1-334799a92b1f,Full,Dell Technologies Championship,Dell Technologies Championship,TPC Boston,"Norton, MA"
317,280,THE NORTHERN TRUST,2018-08-23,2018-08-26,True,False,Ridgewood CC,"Paramus, NJ",71.0,7385.0,9000000.0,2018-08-23T12:55:00,False,True,Paramus,NJ,,USA,America/New York,Stroke,d6677a91-17ab-4aa4-9d9f-2e484c15dcab,Full,The Northern Trust,THE NORTHERN TRUST,Ridgewood Country Club,"Paramus, NJ"
318,279,Wyndham Championship,2018-08-16,2018-08-19,True,False,Sedgefield CC,"Greensboro, NC",70.0,7127.0,6000000.0,2018-08-17T07:00:00,False,True,Greensboro,NC,,USA,America/New York,Stroke,88b26ec2-9a07-4359-9e4f-915c381c37a5,Full,Wyndham Championship,Wyndham Championship,Sedgefield Country Club,"Greensboro, NC"
319,278,PGA Championship,2018-08-09,2018-08-12,True,False,Bellerive CC,"St. Louis, MO",70.0,7316.0,11000000.0,2018-08-09T08:23:00,False,True,St. Louis,MO,,USA,America/Chicago,Stroke,3493243a-8ce6-40e9-bde5-fe8993084364,Full,PGA Championship,PGA Championship,Bellerive Country Club,"St. Louis, MO"
320,277,WGC-Bridgestone Invitational,2018-08-02,2018-08-05,True,False,Firestone CC (South),"Akron, OH",70.0,7400.0,10000000.0,2018-08-02T10:40:00,False,True,Akron,OH,,USA,America/New York,Stroke,4f5761bc-cf16-4ae9-9f19-67baa5d1bde3,Full,WGC-Bridgestone Invitational,WGC-Bridgestone Invitational,Firestone CC (South Course),"Akron, OH"
321,293,Barracuda Championship,2018-08-02,2018-08-05,False,False,Montreux G&CC,"Reno, NV",72.0,7472.0,3400000.0,,False,False,Reno,NV,,USA,America/Los Angeles,Stableford,b4250745-28e1-469e-a733-e074962e8cb0,Limited,Barracuda Championship,Barracuda Championship,Montreux G&CC,"Reno, NV"
322,276,RBC Canadian Open,2018-07-26,2018-07-29,True,False,Glen Abbey GC,"Oakville,Ontario, Can",72.0,7253.0,6200000.0,2018-07-26T08:40:00,False,True,"Oakville,Ontario",,,Can,America/Toronto,Stroke,fa2b17f5-67b4-465a-99e8-7c0886b15a1a,Full,RBC Canadian Open,RBC Canadian Open,Glen Abbey GC,"Oakville, ON"
323,275,The Open,2018-07-19,2018-07-22,True,False,Carnoustie GC,"Angus, Sco",71.0,7402.0,10500000.0,2018-07-19T09:25:00,False,True,Angus,,,SCO,Europe/London,Stroke,a641fcd3-dc9a-4dbf-b7bc-3c2d8fe28592,Full,The Open Championship,The Open,Carnoustie Golf Links,"Carnoustie, Scotland"
324,292,Barbasol Championship,2018-07-19,2018-07-23,True,False,Keene Trace Golf Club,"Nicholasville, KY",72.0,6869.0,3500000.0,2018-07-19T09:20:00,False,True,Nicholasville,KY,,USA,America/New York,Stroke,82df96e3-170b-464d-8006-325a4a5d04d8,Full,Barbasol Championship,Barbasol Championship,Keene Trace Golf Club (Champions Course),"Nicholasville, KY"
325,274,John Deere Classic,2018-07-12,2018-07-15,True,False,TPC Deere Run,"Silvis, IL",71.0,7268.0,5800000.0,2018-07-12T13:10:00,False,True,Silvis,IL,,USA,America/Chicago,Stroke,46142203-dc19-4c66-b9c3-1b3d074e6ef4,Full,John Deere Classic,John Deere Classic,TPC Deere Run,"Silvis, IL"
326,273,A Military Tribute at The Greenbrier,2018-07-05,2018-07-08,True,False,The Old White TPC,"White Sulphur Springs, WV",70.0,7286.0,7300000.0,2018-07-05T07:00:00,False,True,White Sulphur Springs,WV,,USA,America/New York,Stroke,a99ce782-7b05-4563-b41d-ff51a6ffd6d0,Full,Greenbrier Classic,A Military Tribute at The Greenbrier,The Old White Course,"White Sulphur Springs, WV"
327,289,Quicken Loans National,2018-06-28,2018-07-01,True,False,TPC Potomac at Avenel Farm,"Potomac, MD",70.0,7107.0,7100000.0,2018-06-29T07:20:00,False,True,Potomac,MD,,USA,America/New York,Stroke,51e18f90-178b-4169-a145-5008da07140e,Full,Quicken Loans National,Quicken Loans National,TPC Potomac at Avenel Farm,"Potomac, MD"
328,272,Travelers Championship,2018-06-21,2018-06-24,True,False,TPC River Highlands,"Cromwell, CT",70.0,6841.0,7000000.0,2018-06-21T09:00:00,False,True,Cromwell,CT,,USA,America/New York,Stroke,7054997a-8f30-4f09-a059-7535e4a71c49,Full,Travelers Championship,Travelers Championship,TPC River Highlands,"Cromwell, CT"
329,271,U.S. Open,2018-06-14,2018-06-17,True,False,Shinnecock Hills GC,"Southampton, NY",70.0,7440.0,12000000.0,2018-06-15T06:45:00,False,True,Southampton,NY,,USA,America/New York,Stroke,ebdd3311-2abf-434d-9b7e-00396078c279,Full,U.S. Open,U.S. Open,Shinnecock Hills GC,"Southampton, NY"
330,270,FedEx St. Jude Classic,2018-06-07,2018-06-10,True,False,TPC Southwind,"Memphis, TN",70.0,7244.0,6600000.0,2018-06-07T12:10:00,False,True,Memphis,TN,,USA,America/Chicago,Stroke,429367ad-62fb-4542-aa29-6e3f8ed128c8,Full,St. Jude Championship,FedEx St. Jude Classic,TPC Southwind,"Memphis, TN"
